State,County,City,Date Local,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
New Jersey,Essex,Newark,1/31/2002,31.791667,47,13,44,0.004042,0.008,1,7,3.125,8,9,11,0.620833,0.9,12,
New Jersey,Essex,Newark,1/31/2002,31.791667,47,13,44,0.004042,0.008,1,7,3.125,8,9,11,0.633333,0.9,18,10
New Jersey,Essex,Newark,1/31/2002,31.791667,47,13,44,0.004042,0.008,1,7,3.1,5.6,11,,0.620833,0.9,12,
New Jersey,Essex,Newark,1/31/2002,31.791667,47,13,44,0.004042,0.008,1,7,3.1,5.6,11,,0.633333,0.9,18,10
New Jersey,Essex,Newark,2/1/2002,33.916667,47,8,44,0.011167,0.033,23,28,2.708333,6,8,9,0.791667,2.1,16,
New Jersey,Essex,Newark,2/1/2002,33.916667,47,8,44,0.011167,0.033,23,28,2.708333,6,8,9,0.820833,1.4,17,16
New Jersey,Essex,Newark,2/1/2002,33.916667,47,8,44,0.011167,0.033,23,28,2.6875,4.6,8,,0.791667,2.1,16,
New Jersey,Essex,Newark,2/1/2002,33.916667,47,8,44,0.011167,0.033,23,28,2.6875,4.6,8,,0.820833,1.4,17,16
New Jersey,Essex,Newark,2/2/2002,16.125,42,22,40,0.022375,0.034,8,29,1,1,0,1,0.416667,0.7,18,
New Jersey,Essex,Newark,2/2/2002,16.125,42,22,40,0.022375,0.034,8,29,1,1,0,1,0.395833,0.6,21,7
New Jersey,Essex,Newark,2/2/2002,16.125,42,22,40,0.022375,0.034,8,29,1,1,2,,0.416667,0.7,18,
New Jersey,Essex,Newark,2/2/2002,16.125,42,22,40,0.022375,0.034,8,29,1,1,2,,0.395833,0.6,21,7
New Jersey,Essex,Newark,2/3/2002,38.25,57,7,54,0.010292,0.023,10,19,3.833333,9,7,13,0.8375,1.5,0,
New Jersey,Essex,Newark,2/3/2002,38.25,57,7,54,0.010292,0.023,10,19,3.833333,9,7,13,0.7875,1.1,6,13
New Jersey,Essex,Newark,2/3/2002,38.25,57,7,54,0.010292,0.023,10,19,3.8,7.3,8,,0.8375,1.5,0,
New Jersey,Essex,Newark,2/3/2002,38.25,57,7,54,0.010292,0.023,10,19,3.8,7.3,8,,0.7875,1.1,6,13
New Jersey,Essex,Newark,2/4/2002,28.125,47,2,44,0.018375,0.029,22,25,3.666667,13,5,19,0.804167,2,7,
New Jersey,Essex,Newark,2/4/2002,28.125,47,2,44,0.018375,0.029,22,25,3.666667,13,5,19,0.883333,1.2,7,14
New Jersey,Essex,Newark,2/4/2002,28.125,47,2,44,0.018375,0.029,22,25,3.65,10.6,5,,0.804167,2,7,
New Jersey,Essex,Newark,2/4/2002,28.125,47,2,44,0.018375,0.029,22,25,3.65,10.6,5,,0.883333,1.2,7,14
New Jersey,Essex,Newark,2/5/2002,21.208333,45,19,42,0.016042,0.028,0,24,3.043478,10,22,14,0.430435,0.7,19,
New Jersey,Essex,Newark,2/5/2002,21.208333,45,19,42,0.016042,0.028,0,24,3.043478,10,22,14,0.425,0.6,23,7
New Jersey,Essex,Newark,2/5/2002,21.208333,45,19,42,0.016042,0.028,0,24,3.228571,9.6,23,,0.430435,0.7,19,
New Jersey,Essex,Newark,2/5/2002,21.208333,45,19,42,0.016042,0.028,0,24,3.228571,9.6,23,,0.425,0.6,23,7
New Jersey,Essex,Newark,2/6/2002,34.875,45,7,42,0.006583,0.016,8,14,9.791667,15,23,21,0.6125,1.4,7,
New Jersey,Essex,Newark,2/6/2002,34.875,45,7,42,0.006583,0.016,8,14,9.791667,15,23,21,0.595833,0.7,7,8
New Jersey,Essex,Newark,2/6/2002,34.875,45,7,42,0.006583,0.016,8,14,9.7625,13.3,23,,0.6125,1.4,7,
New Jersey,Essex,Newark,2/6/2002,34.875,45,7,42,0.006583,0.016,8,14,9.7625,13.3,23,,0.595833,0.7,7,8
New Jersey,Essex,Newark,2/7/2002,47.208333,63,16,61,0.003917,0.012,22,10,13.5,27,15,39,1.033333,1.6,7,
New Jersey,Essex,Newark,2/7/2002,47.208333,63,16,61,0.003917,0.012,22,10,13.5,27,15,39,0.9875,1.2,18,14
New Jersey,Essex,Newark,2/7/2002,47.208333,63,16,61,0.003917,0.012,22,10,13.4625,21,2,,1.033333,1.6,7,
New Jersey,Essex,Newark,2/7/2002,47.208333,63,16,61,0.003917,0.012,22,10,13.4625,21,2,,0.9875,1.2,18,14
New Jersey,Essex,Newark,2/8/2002,33,56,7,53,0.0135,0.025,9,21,4.875,14,0,20,0.6875,2,7,
New Jersey,Essex,Newark,2/8/2002,33,56,7,53,0.0135,0.025,9,21,4.875,14,0,20,0.725,1.1,0,13
New Jersey,Essex,Newark,2/8/2002,33,56,7,53,0.0135,0.025,9,21,4.85,8.6,2,,0.6875,2,7,
New Jersey,Essex,Newark,2/8/2002,33,56,7,53,0.0135,0.025,9,21,4.85,8.6,2,,0.725,1.1,0,13
New Jersey,Essex,Newark,2/9/2002,28.166667,42,19,40,0.013333,0.021,9,18,3.333333,9,14,13,0.454167,0.6,6,
New Jersey,Essex,Newark,2/9/2002,28.166667,42,19,40,0.013333,0.021,9,18,3.333333,9,14,13,0.525,0.8,0,9
New Jersey,Essex,Newark,2/9/2002,28.166667,42,19,40,0.013333,0.021,9,18,3.3125,5.3,14,,0.454167,0.6,6,
New Jersey,Essex,Newark,2/9/2002,28.166667,42,19,40,0.013333,0.021,9,18,3.3125,5.3,14,,0.525,0.8,0,9
New Jersey,Essex,Newark,2/10/2002,27.458333,47,4,44,0.017792,0.026,21,22,8.958333,59,13,80,0.445833,0.6,18,
New Jersey,Essex,Newark,2/10/2002,27.458333,47,4,44,0.017792,0.026,21,22,8.958333,59,13,80,0.466667,0.5,0,6
New Jersey,Essex,Newark,2/10/2002,27.458333,47,4,44,0.017792,0.026,21,22,8.9375,49,14,,0.445833,0.6,18,
New Jersey,Essex,Newark,2/10/2002,27.458333,47,4,44,0.017792,0.026,21,22,8.9375,49,14,,0.466667,0.5,0,6
New Jersey,Essex,Newark,2/11/2002,15.909091,28,5,26,0.022792,0.029,9,25,1.217391,3,7,4,0.370833,0.7,7,
New Jersey,Essex,Newark,2/11/2002,15.909091,28,5,26,0.022792,0.029,9,25,1.217391,3,7,4,0.404167,0.5,0,6
New Jersey,Essex,Newark,2/11/2002,15.909091,28,5,26,0.022792,0.029,9,25,1.228571,2,8,,0.370833,0.7,7,
New Jersey,Essex,Newark,2/11/2002,15.909091,28,5,26,0.022792,0.029,9,25,1.228571,2,8,,0.404167,0.5,0,6
New Jersey,Essex,Newark,2/12/2002,40.166667,61,7,58,0.006708,0.013,9,11,8.125,14,4,20,0.620833,1.6,7,
New Jersey,Essex,Newark,2/12/2002,40.166667,61,7,58,0.006708,0.013,9,11,8.125,14,4,20,0.566667,0.8,10,9
New Jersey,Essex,Newark,2/12/2002,40.166667,61,7,58,0.006708,0.013,9,11,8.1125,11.3,20,,0.620833,1.6,7,
New Jersey,Essex,Newark,2/12/2002,40.166667,61,7,58,0.006708,0.013,9,11,8.1125,11.3,20,,0.566667,0.8,10,9
New Jersey,Essex,Newark,2/13/2002,23.041667,47,7,44,0.019833,0.029,9,25,2.916667,8,4,11,0.5,1.3,7,
New Jersey,Essex,Newark,2/13/2002,23.041667,47,7,44,0.019833,0.029,9,25,2.916667,8,4,11,0.529167,0.7,0,8
New Jersey,Essex,Newark,2/13/2002,23.041667,47,7,44,0.019833,0.029,9,25,2.9,5.6,2,,0.5,1.3,7,
New Jersey,Essex,Newark,2/13/2002,23.041667,47,7,44,0.019833,0.029,9,25,2.9,5.6,2,,0.529167,0.7,0,8
New Jersey,Essex,Newark,2/14/2002,37.625,55,8,52,0.008083,0.017,9,14,7.208333,18,19,26,0.625,1.2,7,
New Jersey,Essex,Newark,2/14/2002,37.625,55,8,52,0.008083,0.017,9,14,7.208333,18,19,26,0.616667,0.8,11,9
New Jersey,Essex,Newark,2/14/2002,37.625,55,8,52,0.008083,0.017,9,14,7.175,17,20,,0.625,1.2,7,
New Jersey,Essex,Newark,2/14/2002,37.625,55,8,52,0.008083,0.017,9,14,7.175,17,20,,0.616667,0.8,11,9
New Jersey,Essex,Newark,2/15/2002,43.375,51,7,48,0.005375,0.013,10,11,7.333333,16,0,23,0.6375,1.1,6,
New Jersey,Essex,Newark,2/15/2002,43.375,51,7,48,0.005375,0.013,10,11,7.333333,16,0,23,0.654167,0.8,9,9
New Jersey,Essex,Newark,2/15/2002,43.375,51,7,48,0.005375,0.013,10,11,7.3125,14,2,,0.6375,1.1,6,
New Jersey,Essex,Newark,2/15/2002,43.375,51,7,48,0.005375,0.013,10,11,7.3125,14,2,,0.654167,0.8,9,9
New Jersey,Essex,Newark,2/16/2002,39.041667,53,7,50,0.008708,0.02,10,17,7.166667,14,8,20,0.85,1.5,23,
New Jersey,Essex,Newark,2/16/2002,39.041667,53,7,50,0.008708,0.02,10,17,7.166667,14,8,20,0.8,1.1,11,13
New Jersey,Essex,Newark,2/16/2002,39.041667,53,7,50,0.008708,0.02,10,17,7.1375,13.6,11,,0.85,1.5,23,
New Jersey,Essex,Newark,2/16/2002,39.041667,53,7,50,0.008708,0.02,10,17,7.1375,13.6,11,,0.8,1.1,11,13
New Jersey,Essex,Newark,2/17/2002,17.666667,51,0,48,0.023875,0.03,10,25,2.875,10,0,14,0.545833,1.5,0,
New Jersey,Essex,Newark,2/17/2002,17.666667,51,0,48,0.023875,0.03,10,25,2.875,10,0,14,0.645833,1.1,1,13
New Jersey,Essex,Newark,2/17/2002,17.666667,51,0,48,0.023875,0.03,10,25,2.8625,8,2,,0.545833,1.5,0,
New Jersey,Essex,Newark,2/17/2002,17.666667,51,0,48,0.023875,0.03,10,25,2.8625,8,2,,0.645833,1.1,1,13
New Jersey,Essex,Newark,2/18/2002,21.708333,48,23,45,0.017667,0.029,8,25,1.875,10,23,14,0.625,1.1,20,
New Jersey,Essex,Newark,2/18/2002,21.708333,48,23,45,0.017667,0.029,8,25,1.875,10,23,14,0.583333,0.8,22,9
New Jersey,Essex,Newark,2/18/2002,21.708333,48,23,45,0.017667,0.029,8,25,1.8625,7,23,,0.625,1.1,20,
New Jersey,Essex,Newark,2/18/2002,21.708333,48,23,45,0.017667,0.029,8,25,1.8625,7,23,,0.583333,0.8,22,9
New Jersey,Essex,Newark,2/19/2002,52,89,9,88,0.004792,0.011,8,9,11.875,22,20,31,1.025,1.9,7,
New Jersey,Essex,Newark,2/19/2002,52,89,9,88,0.004792,0.011,8,9,11.875,22,20,31,0.995833,1.4,10,16
New Jersey,Essex,Newark,2/19/2002,52,89,9,88,0.004792,0.011,8,9,11.8375,18,23,,1.025,1.9,7,
New Jersey,Essex,Newark,2/19/2002,52,89,9,88,0.004792,0.011,8,9,11.8375,18,23,,0.995833,1.4,10,16
New Jersey,Essex,Newark,2/20/2002,45.818182,58,5,55,0.004417,0.007,16,6,8.521739,22,7,31,0.713043,1.2,6,
New Jersey,Essex,Newark,2/20/2002,45.818182,58,5,55,0.004417,0.007,16,6,8.521739,22,7,31,0.8,1,0,11
New Jersey,Essex,Newark,2/20/2002,45.818182,58,5,55,0.004417,0.007,16,6,8.142857,18.6,8,,0.713043,1.2,6,
New Jersey,Essex,Newark,2/20/2002,45.818182,58,5,55,0.004417,0.007,16,6,8.142857,18.6,8,,0.8,1,0,11
New Jersey,Essex,Newark,2/21/2002,29.375,48,7,45,0.013917,0.024,10,20,1.583333,7,7,10,0.633333,1.4,7,
New Jersey,Essex,Newark,2/21/2002,29.375,48,7,45,0.013917,0.024,10,20,1.583333,7,7,10,0.629167,0.9,10,10
New Jersey,Essex,Newark,2/21/2002,29.375,48,7,45,0.013917,0.024,10,20,1.5625,3.6,8,,0.633333,1.4,7,
New Jersey,Essex,Newark,2/21/2002,29.375,48,7,45,0.013917,0.024,10,20,1.5625,3.6,8,,0.629167,0.9,10,10
New Jersey,Essex,Newark,2/22/2002,20.333333,39,6,37,0.010875,0.016,23,14,2.5,5,0,7,0.541667,1.1,7,
New Jersey,Essex,Newark,2/22/2002,20.333333,39,6,37,0.010875,0.016,23,14,2.5,5,0,7,0.566667,0.7,8,8
New Jersey,Essex,Newark,2/22/2002,20.333333,39,6,37,0.010875,0.016,23,14,2.4625,4.6,2,,0.541667,1.1,7,
New Jersey,Essex,Newark,2/22/2002,20.333333,39,6,37,0.010875,0.016,23,14,2.4625,4.6,2,,0.566667,0.7,8,8
New Jersey,Essex,Newark,2/23/2002,18.125,40,22,38,0.02,0.029,8,25,1,1,0,1,0.629167,1.2,18,
New Jersey,Essex,Newark,2/23/2002,18.125,40,22,38,0.02,0.029,8,25,1,1,0,1,0.575,0.8,23,9
New Jersey,Essex,Newark,2/23/2002,18.125,40,22,38,0.02,0.029,8,25,1,1,2,,0.629167,1.2,18,
New Jersey,Essex,Newark,2/23/2002,18.125,40,22,38,0.02,0.029,8,25,1,1,2,,0.575,0.8,23,9
New Jersey,Essex,Newark,2/24/2002,29.541667,50,23,47,0.011917,0.021,7,18,4.125,33,13,47,0.5375,0.8,23,
New Jersey,Essex,Newark,2/24/2002,29.541667,50,23,47,0.011917,0.021,7,18,4.125,33,13,47,0.579167,0.8,0,9
New Jersey,Essex,Newark,2/24/2002,29.541667,50,23,47,0.011917,0.021,7,18,4.1125,17.3,14,,0.5375,0.8,23,
New Jersey,Essex,Newark,2/24/2002,29.541667,50,23,47,0.011917,0.021,7,18,4.1125,17.3,14,,0.579167,0.8,0,9
New Jersey,Essex,Newark,2/25/2002,47.458333,77,7,76,0.006875,0.015,9,13,3.333333,15,7,21,0.825,2,7,
New Jersey,Essex,Newark,2/25/2002,47.458333,77,7,76,0.006875,0.015,9,13,3.333333,15,7,21,0.8375,1.3,9,15
New Jersey,Essex,Newark,2/25/2002,47.458333,77,7,76,0.006875,0.015,9,13,3.3,10.3,8,,0.825,2,7,
New Jersey,Essex,Newark,2/25/2002,47.458333,77,7,76,0.006875,0.015,9,13,3.3,10.3,8,,0.8375,1.3,9,15
New Jersey,Essex,Newark,2/26/2002,44.227273,55,7,52,0.010792,0.02,23,17,2,6,7,9,0.695455,1.5,7,
New Jersey,Essex,Newark,2/26/2002,44.227273,55,7,52,0.010792,0.02,23,17,2,6,7,9,0.708333,1,11,11
New Jersey,Essex,Newark,2/26/2002,44.227273,55,7,52,0.010792,0.02,23,17,1.983333,5,8,,0.695455,1.5,7,
New Jersey,Essex,Newark,2/26/2002,44.227273,55,7,52,0.010792,0.02,23,17,1.983333,5,8,,0.708333,1,11,11
New Jersey,Essex,Newark,2/27/2002,17.166667,24,7,23,0.016,0.023,22,19,2.041667,5,20,7,0.433333,0.7,7,
New Jersey,Essex,Newark,2/27/2002,17.166667,24,7,23,0.016,0.023,22,19,2.041667,5,20,7,0.479167,0.6,0,7
New Jersey,Essex,Newark,2/27/2002,17.166667,24,7,23,0.016,0.023,22,19,2.025,3,11,,0.433333,0.7,7,
New Jersey,Essex,Newark,2/27/2002,17.166667,24,7,23,0.016,0.023,22,19,2.025,3,11,,0.479167,0.6,0,7
New Jersey,Essex,Newark,2/28/2002,22,47,20,44,0.019458,0.032,8,27,1.25,5,23,7,0.45,1.1,18,
New Jersey,Essex,Newark,2/28/2002,22,47,20,44,0.019458,0.032,8,27,1.25,5,23,7,0.404167,0.7,22,8
New Jersey,Essex,Newark,2/28/2002,22,47,20,44,0.019458,0.032,8,27,1.2375,2.6,23,,0.45,1.1,18,
New Jersey,Essex,Newark,2/28/2002,22,47,20,44,0.019458,0.032,8,27,1.2375,2.6,23,,0.404167,0.7,22,8
New Jersey,Essex,Newark,3/1/2002,36.25,61,23,58,0.009542,0.021,9,18,9.083333,18,7,26,0.720833,1.7,22,
New Jersey,Essex,Newark,3/1/2002,36.25,61,23,58,0.009542,0.021,9,18,9.083333,18,7,26,0.6125,1.1,23,13
New Jersey,Essex,Newark,3/1/2002,36.25,61,23,58,0.009542,0.021,9,18,9.0625,16.6,8,,0.720833,1.7,22,
New Jersey,Essex,Newark,3/1/2002,36.25,61,23,58,0.009542,0.021,9,18,9.0625,16.6,8,,0.6125,1.1,23,13
New Jersey,Essex,Newark,3/2/2002,37.125,76,8,74,0.020083,0.03,20,25,13.458333,48,21,66,0.8625,2.9,7,
New Jersey,Essex,Newark,3/2/2002,37.125,76,8,74,0.020083,0.03,20,25,13.458333,48,21,66,1.016667,1.6,8,18
New Jersey,Essex,Newark,3/2/2002,37.125,76,8,74,0.020083,0.03,20,25,13.4375,34,23,,0.8625,2.9,7,
New Jersey,Essex,Newark,3/2/2002,37.125,76,8,74,0.020083,0.03,20,25,13.4375,34,23,,1.016667,1.6,8,18
New Jersey,Essex,Newark,3/3/2002,17.166667,28,13,26,0.020625,0.033,19,28,1.583333,6,2,9,0.479167,0.7,12,
New Jersey,Essex,Newark,3/3/2002,17.166667,28,13,26,0.020625,0.033,19,28,1.583333,6,2,9,0.495833,0.6,13,7
New Jersey,Essex,Newark,3/3/2002,17.166667,28,13,26,0.020625,0.033,19,28,1.5625,3.6,2,,0.479167,0.7,12,
New Jersey,Essex,Newark,3/3/2002,17.166667,28,13,26,0.020625,0.033,19,28,1.5625,3.6,2,,0.495833,0.6,13,7
New Jersey,Essex,Newark,3/4/2002,16.173913,28,6,26,0.023792,0.027,9,23,1.272727,2,4,3,0.454545,0.7,7,
New Jersey,Essex,Newark,3/4/2002,16.173913,28,6,26,0.023792,0.027,9,23,1.272727,2,4,3,0.45,0.5,9,6
New Jersey,Essex,Newark,3/4/2002,16.173913,28,6,26,0.023792,0.027,9,23,1.266667,2,8,,0.454545,0.7,7,
New Jersey,Essex,Newark,3/4/2002,16.173913,28,6,26,0.023792,0.027,9,23,1.266667,2,8,,0.45,0.5,9,6
New Jersey,Essex,Newark,3/5/2002,26.041667,52,21,49,0.014167,0.025,9,21,5.541667,9,6,13,0.579167,1,21,
New Jersey,Essex,Newark,3/5/2002,26.041667,52,21,49,0.014167,0.025,9,21,5.541667,9,6,13,0.525,0.8,22,9
New Jersey,Essex,Newark,3/5/2002,26.041667,52,21,49,0.014167,0.025,9,21,5.525,8,8,,0.579167,1,21,
New Jersey,Essex,Newark,3/5/2002,26.041667,52,21,49,0.014167,0.025,9,21,5.525,8,8,,0.525,0.8,22,9
New Jersey,Essex,Newark,3/6/2002,43.083333,55,18,52,0.010333,0.019,10,16,7.666667,19,8,27,0.758333,1.4,7,
New Jersey,Essex,Newark,3/6/2002,43.083333,55,18,52,0.010333,0.019,10,16,7.666667,19,8,27,0.791667,1,11,11
New Jersey,Essex,Newark,3/6/2002,43.083333,55,18,52,0.010333,0.019,10,16,7.625,14,11,,0.758333,1.4,7,
New Jersey,Essex,Newark,3/6/2002,43.083333,55,18,52,0.010333,0.019,10,16,7.625,14,11,,0.791667,1,11,11
New Jersey,Essex,Newark,3/7/2002,47.833333,76,22,74,0.014958,0.035,11,30,7.375,15,22,21,0.929167,1.9,23,
New Jersey,Essex,Newark,3/7/2002,47.833333,76,22,74,0.014958,0.035,11,30,7.375,15,22,21,0.825,1.2,23,14
New Jersey,Essex,Newark,3/7/2002,47.833333,76,22,74,0.014958,0.035,11,30,7.35,12.3,23,,0.929167,1.9,23,
New Jersey,Essex,Newark,3/7/2002,47.833333,76,22,74,0.014958,0.035,11,30,7.35,12.3,23,,0.825,1.2,23,14
New Jersey,Essex,Newark,3/8/2002,43.208333,56,17,53,0.005292,0.011,14,9,6.4,13,8,19,0.895833,1.2,18,
New Jersey,Essex,Newark,3/8/2002,43.208333,56,17,53,0.005292,0.011,14,9,6.4,13,8,19,0.983333,1.2,0,14
New Jersey,Essex,Newark,3/8/2002,43.208333,56,17,53,0.005292,0.011,14,9,5.833333,9.6,8,,0.895833,1.2,18,
New Jersey,Essex,Newark,3/8/2002,43.208333,56,17,53,0.005292,0.011,14,9,5.833333,9.6,8,,0.983333,1.2,0,14
New Jersey,Essex,Newark,3/13/2002,41.125,55,0,52,0.001125,0.002,9,2,1.2,3,14,4,0.991304,1.4,0,
New Jersey,Essex,Newark,3/13/2002,41.125,55,0,52,0.001125,0.002,9,2,1.2,3,14,4,1.016667,1.3,2,15
New Jersey,Essex,Newark,3/13/2002,41.125,55,0,52,0.001125,0.002,9,2,1,1,17,,0.991304,1.4,0,
New Jersey,Essex,Newark,3/13/2002,41.125,55,0,52,0.001125,0.002,9,2,1,1,17,,1.016667,1.3,2,15
New Jersey,Essex,Newark,3/14/2002,35.5,59,21,56,0.01075,0.029,8,25,3.166667,9,18,13,0.75,1.3,6,
New Jersey,Essex,Newark,3/14/2002,35.5,59,21,56,0.01075,0.029,8,25,3.166667,9,18,13,0.795833,1,0,11
New Jersey,Essex,Newark,3/14/2002,35.5,59,21,56,0.01075,0.029,8,25,3.1375,7.6,20,,0.75,1.3,6,
New Jersey,Essex,Newark,3/14/2002,35.5,59,21,56,0.01075,0.029,8,25,3.1375,7.6,20,,0.795833,1,0,11
New Jersey,Essex,Newark,3/15/2002,50.454545,71,23,69,0.003625,0.008,8,7,5.818182,17,6,24,1.216667,3.7,23,
New Jersey,Essex,Newark,3/15/2002,50.454545,71,23,69,0.003625,0.008,8,7,5.818182,17,6,24,0.945833,2.1,23,24
New Jersey,Essex,Newark,3/15/2002,50.454545,71,23,69,0.003625,0.008,8,7,5.633333,8.3,8,,1.216667,3.7,23,
New Jersey,Essex,Newark,3/15/2002,50.454545,71,23,69,0.003625,0.008,8,7,5.633333,8.3,8,,0.945833,2.1,23,24
New Jersey,Essex,Newark,3/22/2002,7.916667,14,18,13,0.022958,0.029,0,25,2.4375,7,22,10,0.383333,0.5,7,
New Jersey,Essex,Newark,3/22/2002,7.916667,14,18,13,0.022958,0.029,0,25,2.4375,7,22,10,0.4,0.5,0,6
New Jersey,Essex,Newark,3/22/2002,7.916667,14,18,13,0.022958,0.029,0,25,2.5,5.6,23,,0.383333,0.5,7,
New Jersey,Essex,Newark,3/22/2002,7.916667,14,18,13,0.022958,0.029,0,25,2.5,5.6,23,,0.4,0.5,0,6
New Jersey,Essex,Newark,3/23/2002,13.583333,25,19,24,0.018125,0.032,9,27,4.166667,9,22,13,0.466667,0.7,19,
New Jersey,Essex,Newark,3/23/2002,13.583333,25,19,24,0.018125,0.032,9,27,4.166667,9,22,13,0.425,0.6,23,7
New Jersey,Essex,Newark,3/23/2002,13.583333,25,19,24,0.018125,0.032,9,27,4.1375,8.6,23,,0.466667,0.7,19,
New Jersey,Essex,Newark,3/23/2002,13.583333,25,19,24,0.018125,0.032,9,27,4.1375,8.6,23,,0.425,0.6,23,7
New Jersey,Essex,Newark,3/24/2002,20.208333,35,5,33,0.020208,0.036,10,31,7.875,38,8,54,0.6125,1.1,6,
New Jersey,Essex,Newark,3/24/2002,20.208333,35,5,33,0.020208,0.036,10,31,7.875,38,8,54,0.604167,0.7,6,8
New Jersey,Essex,Newark,3/24/2002,20.208333,35,5,33,0.020208,0.036,10,31,7.8625,20,8,,0.6125,1.1,6,
New Jersey,Essex,Newark,3/24/2002,20.208333,35,5,33,0.020208,0.036,10,31,7.8625,20,8,,0.604167,0.7,6,8
New Jersey,Essex,Newark,3/25/2002,16.041667,30,19,28,0.018958,0.029,1,25,5.083333,31,20,44,0.516667,1.1,2,
New Jersey,Essex,Newark,3/25/2002,16.041667,30,19,28,0.018958,0.029,1,25,5.083333,31,20,44,0.541667,0.8,2,9
New Jersey,Essex,Newark,3/25/2002,16.041667,30,19,28,0.018958,0.029,1,25,5.0625,17,20,,0.516667,1.1,2,
New Jersey,Essex,Newark,3/25/2002,16.041667,30,19,28,0.018958,0.029,1,25,5.0625,17,20,,0.541667,0.8,2,9
New Jersey,Essex,Newark,3/26/2002,25.333333,29,10,27,0.003333,0.009,0,8,6.208333,18,8,26,0.754167,1.1,15,
New Jersey,Essex,Newark,3/26/2002,25.333333,29,10,27,0.003333,0.009,0,8,6.208333,18,8,26,0.733333,1,17,11
New Jersey,Essex,Newark,3/26/2002,25.333333,29,10,27,0.003333,0.009,0,8,6.175,15.3,11,,0.754167,1.1,15,
New Jersey,Essex,Newark,3/26/2002,25.333333,29,10,27,0.003333,0.009,0,8,6.175,15.3,11,,0.733333,1,17,11
New Jersey,Essex,Newark,3/27/2002,12.083333,24,2,23,0.021583,0.029,13,25,2.125,6,1,9,0.629167,1.1,2,
New Jersey,Essex,Newark,3/27/2002,12.083333,24,2,23,0.021583,0.029,13,25,2.125,6,1,9,0.654167,0.8,0,9
New Jersey,Essex,Newark,3/27/2002,12.083333,24,2,23,0.021583,0.029,13,25,2.1125,5.3,2,,0.629167,1.1,2,
New Jersey,Essex,Newark,3/27/2002,12.083333,24,2,23,0.021583,0.029,13,25,2.1125,5.3,2,,0.654167,0.8,0,9
New Jersey,Essex,Newark,3/28/2002,14.333333,31,21,29,0.0185,0.035,9,30,2.166667,4,6,6,0.595833,0.9,7,
New Jersey,Essex,Newark,3/28/2002,14.333333,31,21,29,0.0185,0.035,9,30,2.166667,4,6,6,0.5625,0.8,23,9
New Jersey,Essex,Newark,3/28/2002,14.333333,31,21,29,0.0185,0.035,9,30,2.1375,3.6,23,,0.595833,0.9,7,
New Jersey,Essex,Newark,3/28/2002,14.333333,31,21,29,0.0185,0.035,9,30,2.1375,3.6,23,,0.5625,0.8,23,9
New Jersey,Essex,Newark,3/29/2002,21.458333,30,0,28,0.020667,0.03,12,25,6.125,22,8,31,0.616667,1,6,
New Jersey,Essex,Newark,3/29/2002,21.458333,30,0,28,0.020667,0.03,12,25,6.125,22,8,31,0.670833,0.8,0,9
New Jersey,Essex,Newark,3/29/2002,21.458333,30,0,28,0.020667,0.03,12,25,6.1125,15,8,,0.616667,1,6,
New Jersey,Essex,Newark,3/29/2002,21.458333,30,0,28,0.020667,0.03,12,25,6.1125,15,8,,0.670833,0.8,0,9
New Jersey,Essex,Newark,3/30/2002,16.083333,32,23,30,0.027125,0.046,10,39,1.75,3,0,4,0.633333,1.2,23,
New Jersey,Essex,Newark,3/30/2002,16.083333,32,23,30,0.027125,0.046,10,39,1.75,3,0,4,0.6,0.8,23,9
New Jersey,Essex,Newark,3/30/2002,16.083333,32,23,30,0.027125,0.046,10,39,1.725,2.6,2,,0.633333,1.2,23,
New Jersey,Essex,Newark,3/30/2002,16.083333,32,23,30,0.027125,0.046,10,39,1.725,2.6,2,,0.6,0.8,23,9
New Jersey,Essex,Newark,3/31/2002,17.666667,29,19,27,0.020542,0.032,10,27,6.083333,36,18,51,0.625,0.9,0,
New Jersey,Essex,Newark,3/31/2002,17.666667,29,19,27,0.020542,0.032,10,27,6.083333,36,18,51,0.654167,0.8,0,9
New Jersey,Essex,Newark,3/31/2002,17.666667,29,19,27,0.020542,0.032,10,27,6.05,19.6,20,,0.625,0.9,0,
New Jersey,Essex,Newark,3/31/2002,17.666667,29,19,27,0.020542,0.032,10,27,6.05,19.6,20,,0.654167,0.8,0,9
New Jersey,Essex,Newark,4/1/2002,11.916667,22,4,21,0.027625,0.038,10,32,1.416667,6,0,9,0.620833,1,4,
New Jersey,Essex,Newark,4/1/2002,11.916667,22,4,21,0.027625,0.038,10,32,1.416667,6,0,9,0.65,0.8,6,9
New Jersey,Essex,Newark,4/1/2002,11.916667,22,4,21,0.027625,0.038,10,32,1.4,2.6,2,,0.620833,1,4,
New Jersey,Essex,Newark,4/1/2002,11.916667,22,4,21,0.027625,0.038,10,32,1.4,2.6,2,,0.65,0.8,6,9
New Jersey,Essex,Newark,4/2/2002,17.791667,33,21,31,0.017708,0.024,10,20,3.208333,9,22,13,0.608333,1.1,7,
