State,City,NO2_Mean,NO2_1st_Max_Value,NO2_AQI,O3_Mean,O3_1st_Max_Value,O3_AQI,SO2_Mean,SO2_1st_Max_Value,SO2_AQI,CO_Mean,CO_1st_Max_Value,CO_AQI
New Jersey,Camden,24.25,31,29,0.003208,0.005,4,15.583333,39,55,1.145833,2.6,
New Jersey,Camden,24.25,31,29,0.003208,0.005,4,15.583333,39,55,1,1.8,20
New Jersey,Camden,24.25,31,29,0.003208,0.005,4,15.55,34,,1.145833,2.6,
New Jersey,Camden,24.25,31,29,0.003208,0.005,4,15.55,34,,1,1.8,20
New Jersey,Camden,22.041667,38,36,0.021292,0.035,30,8.583333,13,19,1.3125,2.8,
New Jersey,Camden,22.041667,38,36,0.021292,0.035,30,8.583333,13,19,1.554167,2.5,28
New Jersey,Camden,22.041667,38,36,0.021292,0.035,30,8.55,12,,1.3125,2.8,
New Jersey,Camden,22.041667,38,36,0.021292,0.035,30,8.55,12,,1.554167,2.5,28
New Jersey,Camden,23.73913,38,36,0.012333,0.023,19,11.565217,29,41,0.934783,3.4,
New Jersey,Camden,23.73913,38,36,0.012333,0.023,19,11.565217,29,41,0.8875,1.7,19
New Jersey,Camden,23.73913,38,36,0.012333,0.023,19,10.885714,21.6,,0.934783,3.4,
New Jersey,Camden,23.73913,38,36,0.012333,0.023,19,10.885714,21.6,,0.8875,1.7,19
New Jersey,Camden,14,25,24,0.0195,0.026,22,2.333333,5,7,0.463636,0.7,
New Jersey,Camden,14,25,24,0.0195,0.026,22,2.333333,5,7,0.533333,1.3,15
New Jersey,Camden,14,25,24,0.0195,0.026,22,2.3,4.6,,0.463636,0.7,
New Jersey,Camden,14,25,24,0.0195,0.026,22,2.3,4.6,,0.533333,1.3,15
New Jersey,Camden,10,11,10,0.016292,0.027,23,3.166667,7,10,0.458333,0.8,
New Jersey,Camden,10,11,10,0.016292,0.027,23,3.166667,7,10,0.420833,0.6,7
New Jersey,Camden,10,11,10,0.016292,0.027,23,3.1375,6,,0.458333,0.8,
New Jersey,Camden,10,11,10,0.016292,0.027,23,3.1375,6,,0.420833,0.6,7
New Jersey,Camden,19.454545,25,24,0.008375,0.015,13,11.375,40,56,0.983333,2.2,
New Jersey,Camden,19.454545,25,24,0.008375,0.015,13,11.375,40,56,1.079167,1.8,20
New Jersey,Camden,19.454545,25,24,0.008375,0.015,13,11.325,37.6,,0.983333,2.2,
New Jersey,Camden,19.454545,25,24,0.008375,0.015,13,11.325,37.6,,1.079167,1.8,20
New Jersey,Camden,24.333333,30,28,0.007542,0.016,14,10.625,18,26,0.675,1.5,
New Jersey,Camden,24.333333,30,28,0.007542,0.016,14,10.625,18,26,0.666667,0.8,9
New Jersey,Camden,24.333333,30,28,0.007542,0.016,14,10.5875,15.3,,0.675,1.5,
New Jersey,Camden,24.333333,30,28,0.007542,0.016,14,10.5875,15.3,,0.666667,0.8,9
New Jersey,Camden,22.958333,31,29,0.008417,0.012,10,10.416667,21,30,0.566667,0.7,
New Jersey,Camden,22.958333,31,29,0.008417,0.012,10,10.416667,21,30,0.575,0.7,8
New Jersey,Camden,22.958333,31,29,0.008417,0.012,10,10.375,15.3,,0.566667,0.7,
New Jersey,Camden,22.958333,31,29,0.008417,0.012,10,10.375,15.3,,0.575,0.7,8
New Jersey,Camden,20.25,29,27,0.009292,0.017,14,6.791667,25,36,0.554167,0.7,
New Jersey,Camden,20.25,29,27,0.009292,0.017,14,6.791667,25,36,0.5625,0.6,7
New Jersey,Camden,20.25,29,27,0.009292,0.017,14,6.75,16.6,,0.554167,0.7,
New Jersey,Camden,20.25,29,27,0.009292,0.017,14,6.75,16.6,,0.5625,0.6,7
New Jersey,Camden,20.375,29,27,0.015,0.019,16,9.333333,24,34,0.483333,0.6,
New Jersey,Camden,20.375,29,27,0.015,0.019,16,9.333333,24,34,0.5125,0.6,7
New Jersey,Camden,20.375,29,27,0.015,0.019,16,9.3,18,,0.483333,0.6,
New Jersey,Camden,20.375,29,27,0.015,0.019,16,9.3,18,,0.5125,0.6,7
New Jersey,Camden,22.913043,41,39,0.008208,0.017,14,7.913043,18,26,0.7625,2.1,
New Jersey,Camden,22.913043,41,39,0.008208,0.017,14,7.913043,18,26,0.604167,1.3,15
New Jersey,Camden,22.913043,41,39,0.008208,0.017,14,8.114286,14.3,,0.7625,2.1,
New Jersey,Camden,22.913043,41,39,0.008208,0.017,14,8.114286,14.3,,0.604167,1.3,15
New Jersey,Camden,23.25,36,34,0.011333,0.023,19,5.5,12,17,0.695833,1.4,
New Jersey,Camden,23.25,36,34,0.011333,0.023,19,5.5,12,17,0.8625,1.4,16
New Jersey,Camden,23.25,36,34,0.011333,0.023,19,5.4625,9.6,,0.695833,1.4,
New Jersey,Camden,23.25,36,34,0.011333,0.023,19,5.4625,9.6,,0.8625,1.4,16
New Jersey,Camden,15.958333,34,32,0.018875,0.026,22,2.916667,8,11,0.533333,0.7,
New Jersey,Camden,15.958333,34,32,0.018875,0.026,22,2.916667,8,11,0.516667,0.6,7
New Jersey,Camden,15.958333,34,32,0.018875,0.026,22,2.8875,6,,0.533333,0.7,
New Jersey,Camden,15.958333,34,32,0.018875,0.026,22,2.8875,6,,0.516667,0.6,7
New Jersey,Camden,20.166667,31,29,0.0165,0.02,17,6.916667,15,21,0.558333,0.7,
New Jersey,Camden,20.166667,31,29,0.0165,0.02,17,6.916667,15,21,0.575,0.6,7
New Jersey,Camden,20.166667,31,29,0.0165,0.02,17,6.8875,12.6,,0.558333,0.7,
New Jersey,Camden,20.166667,31,29,0.0165,0.02,17,6.8875,12.6,,0.575,0.6,7
New Jersey,Camden,13.375,25,24,0.020625,0.03,25,6.958333,29,41,0.5375,0.7,
New Jersey,Camden,13.375,25,24,0.020625,0.03,25,6.958333,29,41,0.545833,0.6,7
New Jersey,Camden,13.375,25,24,0.020625,0.03,25,6.9375,24.3,,0.5375,0.7,
New Jersey,Camden,13.375,25,24,0.020625,0.03,25,6.9375,24.3,,0.545833,0.6,7
New Jersey,Camden,10.416667,16,15,0.025292,0.03,25,1.583333,2,3,0.554167,0.6,
New Jersey,Camden,10.416667,16,15,0.025292,0.03,25,1.583333,2,3,0.541667,0.6,7
New Jersey,Camden,10.416667,16,15,0.025292,0.03,25,1.5625,2,,0.554167,0.6,
New Jersey,Camden,10.416667,16,15,0.025292,0.03,25,1.5625,2,,0.541667,0.6,7
New Jersey,Camden,29.125,40,38,0.006542,0.016,14,6.125,16,23,0.779167,1.1,
New Jersey,Camden,29.125,40,38,0.006542,0.016,14,6.125,16,23,0.7625,0.9,10
New Jersey,Camden,29.125,40,38,0.006542,0.016,14,6.1,13.3,,0.779167,1.1,
New Jersey,Camden,29.125,40,38,0.006542,0.016,14,6.1,13.3,,0.7625,0.9,10
New Jersey,Camden,30.708333,39,37,0.005292,0.013,11,16.541667,29,41,1.1,2.5,
New Jersey,Camden,30.708333,39,37,0.005292,0.013,11,16.541667,29,41,0.925,1.8,20
New Jersey,Camden,30.708333,39,37,0.005292,0.013,11,16.5,25,,1.1,2.5,
New Jersey,Camden,30.708333,39,37,0.005292,0.013,11,16.5,25,,0.925,1.8,20
New Jersey,Camden,29.416667,42,40,0.005917,0.018,15,9.166667,21,30,0.891667,1.4,
New Jersey,Camden,29.416667,42,40,0.005917,0.018,15,9.166667,21,30,1.079167,1.9,22
New Jersey,Camden,29.416667,42,40,0.005917,0.018,15,9.1375,16.3,,0.891667,1.4,
New Jersey,Camden,29.416667,42,40,0.005917,0.018,15,9.1375,16.3,,1.079167,1.9,22
New Jersey,Camden,14.916667,27,25,0.019708,0.027,23,6.125,11,16,0.625,0.7,
New Jersey,Camden,14.916667,27,25,0.019708,0.027,23,6.125,11,16,0.658333,0.9,10
New Jersey,Camden,14.916667,27,25,0.019708,0.027,23,6.0875,9.6,,0.625,0.7,
New Jersey,Camden,14.916667,27,25,0.019708,0.027,23,6.0875,9.6,,0.658333,0.9,10
New Jersey,Camden,24.416667,37,35,0.013125,0.024,20,11.583333,17,24,0.729167,0.8,
New Jersey,Camden,24.416667,37,35,0.013125,0.024,20,11.583333,17,24,0.720833,0.8,9
New Jersey,Camden,24.416667,37,35,0.013125,0.024,20,11.55,15.6,,0.729167,0.8,
New Jersey,Camden,24.416667,37,35,0.013125,0.024,20,11.55,15.6,,0.720833,0.8,9
New Jersey,Camden,25.25,42,40,0.009125,0.016,14,9.541667,19,27,0.7375,1,
New Jersey,Camden,25.25,42,40,0.009125,0.016,14,9.541667,19,27,0.725,0.9,10
New Jersey,Camden,25.25,42,40,0.009125,0.016,14,9.525,15,,0.7375,1,
New Jersey,Camden,25.25,42,40,0.009125,0.016,14,9.525,15,,0.725,0.9,10
New Jersey,Camden,38.625,45,42,0.003167,0.008,7,17.347826,23,33,1.03913,1.6,
New Jersey,Camden,38.625,45,42,0.003167,0.008,7,17.347826,23,33,0.991667,1.2,14
New Jersey,Camden,38.625,45,42,0.003167,0.008,7,17.3,19.6,,1.03913,1.6,
New Jersey,Camden,38.625,45,42,0.003167,0.008,7,17.3,19.6,,0.991667,1.2,14
New Jersey,Camden,19.708333,46,43,0.016167,0.019,16,7.083333,23,33,0.479167,1,
New Jersey,Camden,19.708333,46,43,0.016167,0.019,16,7.083333,23,33,0.608333,1.2,14
New Jersey,Camden,19.708333,46,43,0.016167,0.019,16,7.05,17.6,,0.479167,1,
New Jersey,Camden,19.708333,46,43,0.016167,0.019,16,7.05,17.6,,0.608333,1.2,14
New Jersey,Camden,18.25,33,31,0.016875,0.025,21,6.75,14,20,0.4875,0.7,
New Jersey,Camden,18.25,33,31,0.016875,0.025,21,6.75,14,20,0.479167,0.6,7
New Jersey,Camden,18.25,33,31,0.016875,0.025,21,6.7,12.3,,0.4875,0.7,
New Jersey,Camden,18.25,33,31,0.016875,0.025,21,6.7,12.3,,0.479167,0.6,7
New Jersey,Camden,16.625,30,28,0.02075,0.025,21,4.583333,7,10,0.4375,0.6,
New Jersey,Camden,16.625,30,28,0.02075,0.025,21,4.583333,7,10,0.433333,0.5,6
New Jersey,Camden,16.625,30,28,0.02075,0.025,21,4.55,6.3,,0.4375,0.6,
New Jersey,Camden,16.625,30,28,0.02075,0.025,21,4.55,6.3,,0.433333,0.5,6
New Jersey,Camden,24.583333,51,48,0.0185,0.029,25,7.666667,13,19,0.5,0.8,
New Jersey,Camden,24.583333,51,48,0.0185,0.029,25,7.666667,13,19,0.475,0.7,8
New Jersey,Camden,24.583333,51,48,0.0185,0.029,25,7.6375,10.3,,0.5,0.8,
New Jersey,Camden,24.583333,51,48,0.0185,0.029,25,7.6375,10.3,,0.475,0.7,8
New Jersey,Camden,38.166667,77,76,0.01225,0.025,21,8.041667,16,23,1.304167,5.3,
New Jersey,Camden,38.166667,77,76,0.01225,0.025,21,8.041667,16,23,0.858333,2.8,32
New Jersey,Camden,38.166667,77,76,0.01225,0.025,21,8.0125,14,,1.304167,5.3,
New Jersey,Camden,38.166667,77,76,0.01225,0.025,21,8.0125,14,,0.858333,2.8,32
New Jersey,Camden,67.833333,97,97,0.003583,0.005,4,18.958333,35,50,2.095833,4.3,
New Jersey,Camden,67.833333,97,97,0.003583,0.005,4,18.958333,35,50,2.558333,4.3,49
New Jersey,Camden,67.833333,97,97,0.003583,0.005,4,18.925,31.3,,2.095833,4.3,
New Jersey,Camden,67.833333,97,97,0.003583,0.005,4,18.925,31.3,,2.558333,4.3,49
New Jersey,Camden,30.478261,41,39,0.006208,0.015,13,20.458333,34,49,0.616667,0.8,
New Jersey,Camden,30.478261,41,39,0.006208,0.015,13,20.458333,34,49,0.629167,0.7,8
New Jersey,Camden,30.478261,41,39,0.006208,0.015,13,20.425,30.6,,0.616667,0.8,
New Jersey,Camden,30.478261,41,39,0.006208,0.015,13,20.425,30.6,,0.629167,0.7,8
New Jersey,Camden,31.541667,42,40,0.012042,0.021,18,19.666667,39,55,0.566667,0.7,
New Jersey,Camden,31.541667,42,40,0.012042,0.021,18,19.666667,39,55,0.583333,0.6,7
New Jersey,Camden,31.541667,42,40,0.012042,0.021,18,19.6375,33,,0.566667,0.7,
New Jersey,Camden,31.541667,42,40,0.012042,0.021,18,19.6375,33,,0.583333,0.6,7
New Jersey,Camden,24.125,42,40,0.016583,0.03,25,5.652174,10,14,0.3875,0.8,
New Jersey,Camden,24.125,42,40,0.016583,0.03,25,5.652174,10,14,0.425,0.6,7
New Jersey,Camden,24.125,42,40,0.016583,0.03,25,5.728571,9.6,,0.3875,0.8,
New Jersey,Camden,24.125,42,40,0.016583,0.03,25,5.728571,9.6,,0.425,0.6,7
New Jersey,Camden,42.958333,60,57,0.00525,0.013,11,16.5,20,29,0.804167,2.2,
New Jersey,Camden,42.958333,60,57,0.00525,0.013,11,16.5,20,29,0.758333,1.2,14
New Jersey,Camden,42.958333,60,57,0.00525,0.013,11,16.4875,19,,0.804167,2.2,
New Jersey,Camden,42.958333,60,57,0.00525,0.013,11,16.4875,19,,0.758333,1.2,14
New Jersey,Camden,57.5,78,77,0.002708,0.006,5,28.958333,68,91,1.091667,1.7,
New Jersey,Camden,57.5,78,77,0.002708,0.006,5,28.958333,68,91,1.008333,1.5,17
New Jersey,Camden,57.5,78,77,0.002708,0.006,5,28.9375,63.3,,1.091667,1.7,
New Jersey,Camden,57.5,78,77,0.002708,0.006,5,28.9375,63.3,,1.008333,1.5,17
New Jersey,Camden,32.75,53,50,0.015083,0.031,26,14.208333,26,37,0.483333,1,
New Jersey,Camden,32.75,53,50,0.015083,0.031,26,14.208333,26,37,0.633333,1.4,16
New Jersey,Camden,32.75,53,50,0.015083,0.031,26,14.175,21.6,,0.483333,1,
New Jersey,Camden,32.75,53,50,0.015083,0.031,26,14.175,21.6,,0.633333,1.4,16
New Jersey,Camden,28.166667,53,50,0.01725,0.033,28,8.666667,17,24,0.370833,0.6,
New Jersey,Camden,28.166667,53,50,0.01725,0.033,28,8.666667,17,24,0.379167,0.5,6
New Jersey,Camden,28.166667,53,50,0.01725,0.033,28,8.6375,14.3,,0.370833,0.6,
New Jersey,Camden,28.166667,53,50,0.01725,0.033,28,8.6375,14.3,,0.379167,0.5,6
New Jersey,Camden,30.333333,44,42,0.014083,0.023,19,15.958333,41,57,0.408333,0.6,
New Jersey,Camden,30.333333,44,42,0.014083,0.023,19,15.958333,41,57,0.433333,0.5,6
New Jersey,Camden,30.333333,44,42,0.014083,0.023,19,15.925,37,,0.408333,0.6,
New Jersey,Camden,30.333333,44,42,0.014083,0.023,19,15.925,37,,0.433333,0.5,6
New Jersey,Camden,30.208333,52,49,0.012792,0.025,21,5.208333,12,17,0.445833,1,
New Jersey,Camden,30.208333,52,49,0.012792,0.025,21,5.208333,12,17,0.4125,0.7,8
New Jersey,Camden,30.208333,52,49,0.012792,0.025,21,5.175,9,,0.445833,1,
New Jersey,Camden,30.208333,52,49,0.012792,0.025,21,5.175,9,,0.4125,0.7,8
New Jersey,Camden,44.363636,59,56,0.008125,0.021,18,16.333333,38,54,0.763636,1.8,
New Jersey,Camden,44.363636,59,56,0.008125,0.021,18,16.333333,38,54,0.7125,1,11
New Jersey,Camden,44.363636,59,56,0.008125,0.021,18,16.3125,26,,0.763636,1.8,
New Jersey,Camden,44.363636,59,56,0.008125,0.021,18,16.3125,26,,0.7125,1,11
New Jersey,Camden,47.5,74,72,0.007542,0.016,14,12.666667,25,36,1.070833,3.1,
New Jersey,Camden,47.5,74,72,0.007542,0.016,14,12.666667,25,36,1.141667,1.7,19
New Jersey,Camden,47.5,74,72,0.007542,0.016,14,12.625,16.3,,1.070833,3.1,
New Jersey,Camden,47.5,74,72,0.007542,0.016,14,12.625,16.3,,1.141667,1.7,19
New Jersey,Camden,40.708333,60,57,0.008417,0.022,19,12.166667,33,47,0.845833,1.9,
New Jersey,Camden,40.708333,60,57,0.008417,0.022,19,12.166667,33,47,0.895833,1.2,14
New Jersey,Camden,40.708333,60,57,0.008417,0.022,19,12.125,28.6,,0.845833,1.9,
New Jersey,Camden,40.708333,60,57,0.008417,0.022,19,12.125,28.6,,0.895833,1.2,14
New Jersey,Camden,23.375,44,42,0.01575,0.027,23,4.333333,12,17,0.545833,1.5,
New Jersey,Camden,23.375,44,42,0.01575,0.027,23,4.333333,12,17,0.4375,1,11
New Jersey,Camden,23.375,44,42,0.01575,0.027,23,4.3125,7,,0.545833,1.5,
New Jersey,Camden,23.375,44,42,0.01575,0.027,23,4.3125,7,,0.4375,1,11
New Jersey,Camden,37.583333,50,47,0.006833,0.012,10,5.25,10,14,1.1375,2.7,
New Jersey,Camden,37.583333,50,47,0.006833,0.012,10,5.25,10,14,1.229167,2.2,25
New Jersey,Camden,37.583333,50,47,0.006833,0.012,10,5.2,7.6,,1.1375,2.7,
New Jersey,Camden,37.583333,50,47,0.006833,0.012,10,5.2,7.6,,1.229167,2.2,25
New Jersey,Camden,29.791667,40,38,0.004875,0.013,11,8.375,24,34,0.629167,1.4,
New Jersey,Camden,29.791667,40,38,0.004875,0.013,11,8.375,24,34,0.6125,0.8,9
New Jersey,Camden,29.791667,40,38,0.004875,0.013,11,8.3375,15,,0.629167,1.4,
New Jersey,Camden,29.791667,40,38,0.004875,0.013,11,8.3375,15,,0.6125,0.8,9
New Jersey,Camden,24.458333,53,50,0.015958,0.032,27,6.181818,9,13,0.583333,1.7,
New Jersey,Camden,24.458333,53,50,0.015958,0.032,27,6.181818,9,13,0.5125,0.9,10
New Jersey,Camden,24.458333,53,50,0.015958,0.032,27,6.214286,7.3,,0.583333,1.7,
New Jersey,Camden,24.458333,53,50,0.015958,0.032,27,6.214286,7.3,,0.5125,0.9,10
New Jersey,Camden,29.416667,47,44,0.012708,0.027,23,8.875,27,39,0.5625,1,
New Jersey,Camden,29.416667,47,44,0.012708,0.027,23,8.875,27,39,0.675,1,11
New Jersey,Camden,29.416667,47,44,0.012708,0.027,23,8.85,21,,0.5625,1,
New Jersey,Camden,29.416667,47,44,0.012708,0.027,23,8.85,21,,0.675,1,11
New Jersey,Camden,19.75,45,42,0.021333,0.031,26,2.416667,9,13,0.416667,0.9,
New Jersey,Camden,19.75,45,42,0.021333,0.031,26,2.416667,9,13,0.391667,0.6,7
New Jersey,Camden,19.75,45,42,0.021333,0.031,26,2.4,5,,0.416667,0.9,
New Jersey,Camden,19.75,45,42,0.021333,0.031,26,2.4,5,,0.391667,0.6,7
New Jersey,Camden,33.208333,49,46,0.006583,0.015,13,2.375,5,7,0.720833,1.3,
New Jersey,Camden,33.208333,49,46,0.006583,0.015,13,2.375,5,7,0.6375,1.2,14
New Jersey,Camden,33.208333,49,46,0.006583,0.015,13,2.35,3.3,,0.720833,1.3,
New Jersey,Camden,33.208333,49,46,0.006583,0.015,13,2.35,3.3,,0.6375,1.2,14
New Jersey,Camden,31.916667,47,44,0.007375,0.023,19,5.083333,8,11,0.770833,1.2,
New Jersey,Camden,31.916667,47,44,0.007375,0.023,19,5.083333,8,11,0.883333,1.3,15
New Jersey,Camden,31.916667,47,44,0.007375,0.023,19,5.0625,7,,0.770833,1.2,
New Jersey,Camden,31.916667,47,44,0.007375,0.023,19,5.0625,7,,0.883333,1.3,15
New Jersey,Camden,15.708333,29,27,0.0265,0.035,30,4.541667,7,10,0.429167,0.6,
New Jersey,Camden,15.708333,29,27,0.0265,0.035,30,4.541667,7,10,0.445833,0.6,7
New Jersey,Camden,15.708333,29,27,0.0265,0.035,30,4.5,6.6,,0.429167,0.6,
New Jersey,Camden,15.708333,29,27,0.0265,0.035,30,4.5,6.6,,0.445833,0.6,7
New Jersey,Camden,29.5,57,54,0.016417,0.035,30,5.875,9,13,0.7,2,
New Jersey,Camden,29.5,57,54,0.016417,0.035,30,5.875,9,13,0.533333,1.2,14
New Jersey,Camden,29.5,57,54,0.016417,0.035,30,5.85,9,,0.7,2,
New Jersey,Camden,29.5,57,54,0.016417,0.035,30,5.85,9,,0.533333,1.2,14
New Jersey,Camden,36.458333,56,53,0.011833,0.024,20,10.375,32,46,0.808333,1.9,
New Jersey,Camden,36.458333,56,53,0.011833,0.024,20,10.375,32,46,0.970833,1.6,18
New Jersey,Camden,36.458333,56,53,0.011833,0.024,20,10.3375,27.3,,0.808333,1.9,
New Jersey,Camden,36.458333,56,53,0.011833,0.024,20,10.3375,27.3,,0.970833,1.6,18
New Jersey,Camden,43.227273,55,52,0.006083,0.016,14,9.125,20,29,0.926087,1.8,
New Jersey,Camden,43.227273,55,52,0.006083,0.016,14,9.125,20,29,0.845833,1.3,15
New Jersey,Camden,43.227273,55,52,0.006083,0.016,14,9.1125,13,,0.926087,1.8,
New Jersey,Camden,43.227273,55,52,0.006083,0.016,14,9.1125,13,,0.845833,1.3,15
New Jersey,Camden,35.375,54,51,0.013667,0.025,21,11.583333,35,50,0.820833,3.6,
New Jersey,Camden,35.375,54,51,0.013667,0.025,21,11.583333,35,50,0.933333,1.5,17
New Jersey,Camden,35.375,54,51,0.013667,0.025,21,11.55,34.3,,0.820833,3.6,
New Jersey,Camden,35.375,54,51,0.013667,0.025,21,11.55,34.3,,0.933333,1.5,17
New Jersey,Camden,33.478261,54,51,0.009792,0.016,14,9.304348,41,57,0.642857,1.6,
New Jersey,Camden,33.478261,54,51,0.009792,0.016,14,9.304348,41,57,0.645,1,11
New Jersey,Camden,33.478261,54,51,0.009792,0.016,14,7.971429,32.3,,0.642857,1.6,
New Jersey,Camden,33.478261,54,51,0.009792,0.016,14,7.971429,32.3,,0.645,1,11
New Jersey,Camden,17.458333,25,24,0.016917,0.022,19,2,4,6,0.3875,0.5,
New Jersey,Camden,17.458333,25,24,0.016917,0.022,19,2,4,6,0.379167,0.4,5
New Jersey,Camden,17.458333,25,24,0.016917,0.022,19,1.975,3.6,,0.3875,0.5,
New Jersey,Camden,17.458333,25,24,0.016917,0.022,19,1.975,3.6,,0.379167,0.4,5
New Jersey,Camden,12.25,22,21,0.0235,0.031,26,1.583333,6,9,0.379167,0.5,
New Jersey,Camden,12.25,22,21,0.0235,0.031,26,1.583333,6,9,0.3875,0.4,5
New Jersey,Camden,12.25,22,21,0.0235,0.031,26,1.5625,3,,0.379167,0.5,
New Jersey,Camden,12.25,22,21,0.0235,0.031,26,1.5625,3,,0.3875,0.4,5
New Jersey,Camden,13.913043,30,28,0.024417,0.033,28,2.304348,5,7,0.36087,0.6,
New Jersey,Camden,13.913043,30,28,0.024417,0.033,28,2.304348,5,7,0.358333,0.4,5
New Jersey,Camden,13.913043,30,28,0.024417,0.033,28,2.257143,3.3,,0.36087,0.6,
New Jersey,Camden,13.913043,30,28,0.024417,0.033,28,2.257143,3.3,,0.358333,0.4,5
New Jersey,Camden,22.333333,47,44,0.014708,0.028,24,3.041667,12,17,0.483333,0.9,
New Jersey,Camden,22.333333,47,44,0.014708,0.028,24,3.041667,12,17,0.425,0.7,8
New Jersey,Camden,22.333333,47,44,0.014708,0.028,24,3.025,10,,0.483333,0.9,
New Jersey,Camden,22.333333,47,44,0.014708,0.028,24,3.025,10,,0.425,0.7,8
New Jersey,Camden,36.166667,56,53,0.010333,0.022,19,5.291667,9,13,1.033333,1.9,
New Jersey,Camden,36.166667,56,53,0.010333,0.022,19,5.291667,9,13,0.995833,1.6,18
New Jersey,Camden,36.166667,56,53,0.010333,0.022,19,5.275,8,,1.033333,1.9,
New Jersey,Camden,36.166667,56,53,0.010333,0.022,19,5.275,8,,0.995833,1.6,18
New Jersey,Camden,15.045455,43,41,0.0225,0.027,23,2.791667,9,13,0.425,0.8,
New Jersey,Camden,15.045455,43,41,0.0225,0.027,23,2.791667,9,13,0.520833,1,11
New Jersey,Camden,15.045455,43,41,0.0225,0.027,23,2.75,6,,0.425,0.8,
New Jersey,Camden,15.045455,43,41,0.0225,0.027,23,2.75,6,,0.520833,1,11
New Jersey,Camden,15.208333,32,30,0.026042,0.032,27,3.125,5,7,0.433333,0.6,
New Jersey,Camden,15.208333,32,30,0.026042,0.032,27,3.125,5,7,0.408333,0.5,6
New Jersey,Camden,15.208333,32,30,0.026042,0.032,27,3.0875,4.6,,0.433333,0.6,
New Jersey,Camden,15.208333,32,30,0.026042,0.032,27,3.0875,4.6,,0.408333,0.5,6
New Jersey,Camden,23.208333,49,46,0.018458,0.035,30,5.416667,12,17,0.529167,1.1,
New Jersey,Camden,23.208333,49,46,0.018458,0.035,30,5.416667,12,17,0.504167,0.7,8
New Jersey,Camden,23.208333,49,46,0.018458,0.035,30,5.3875,10,,0.529167,1.1,
New Jersey,Camden,23.208333,49,46,0.018458,0.035,30,5.3875,10,,0.504167,0.7,8
New Jersey,Camden,24.041667,48,45,0.023458,0.038,32,8.25,20,29,0.525,0.7,
New Jersey,Camden,24.041667,48,45,0.023458,0.038,32,8.25,20,29,0.570833,0.7,8
New Jersey,Camden,24.041667,48,45,0.023458,0.038,32,8.225,17,,0.525,0.7,
New Jersey,Camden,24.041667,48,45,0.023458,0.038,32,8.225,17,,0.570833,0.7,8
New Jersey,Camden,23.75,47,44,0.019042,0.037,31,2.458333,5,7,0.516667,0.9,
New Jersey,Camden,23.75,47,44,0.019042,0.037,31,2.458333,5,7,0.479167,0.6,7
New Jersey,Camden,23.75,47,44,0.019042,0.037,31,2.4375,3.3,,0.516667,0.9,
New Jersey,Camden,23.75,47,44,0.019042,0.037,31,2.4375,3.3,,0.479167,0.6,7
New Jersey,Camden,38.875,59,56,0.011417,0.025,21,14.826087,33,47,0.775,2,
New Jersey,Camden,38.875,59,56,0.011417,0.025,21,14.826087,33,47,0.8125,1.3,15
New Jersey,Camden,38.875,59,56,0.011417,0.025,21,14.642857,24.3,,0.775,2,
New Jersey,Camden,38.875,59,56,0.011417,0.025,21,14.642857,24.3,,0.8125,1.3,15
New Jersey,Camden,41.833333,80,79,0.018667,0.041,35,17.625,43,60,0.825,2,
New Jersey,Camden,41.833333,80,79,0.018667,0.041,35,17.625,43,60,0.808333,1.3,15
New Jersey,Camden,41.833333,80,79,0.018667,0.041,35,17.5875,33.6,,0.825,2,
New Jersey,Camden,41.833333,80,79,0.018667,0.041,35,17.5875,33.6,,0.808333,1.3,15
New Jersey,Camden,39.916667,73,71,0.021167,0.036,31,13.25,47,65,0.770833,1.4,
New Jersey,Camden,39.916667,73,71,0.021167,0.036,31,13.25,47,65,0.775,1.1,13
New Jersey,Camden,39.916667,73,71,0.021167,0.036,31,13.225,30.6,,0.770833,1.4,
New Jersey,Camden,39.916667,73,71,0.021167,0.036,31,13.225,30.6,,0.775,1.1,13
New Jersey,Camden,15.125,25,24,0.020167,0.025,21,2.25,6,9,0.4125,0.6,
New Jersey,Camden,15.125,25,24,0.020167,0.025,21,2.25,6,9,0.454167,0.6,7
New Jersey,Camden,15.125,25,24,0.020167,0.025,21,2.2375,4.3,,0.4125,0.6,
New Jersey,Camden,15.125,25,24,0.020167,0.025,21,2.2375,4.3,,0.454167,0.6,7
New Jersey,Camden,17.916667,39,37,0.013542,0.026,22,2,9,13,0.508333,0.8,
New Jersey,Camden,17.916667,39,37,0.013542,0.026,22,2,9,13,0.4625,0.7,8
New Jersey,Camden,17.916667,39,37,0.013542,0.026,22,1.9875,7.3,,0.508333,0.8,
New Jersey,Camden,17.916667,39,37,0.013542,0.026,22,1.9875,7.3,,0.4625,0.7,8
New Jersey,Camden,19.166667,37,35,0.0165,0.031,26,3.375,11,16,0.591667,0.9,
New Jersey,Camden,19.166667,37,35,0.0165,0.031,26,3.375,11,16,0.629167,0.7,8
New Jersey,Camden,19.166667,37,35,0.0165,0.031,26,3.3375,7.6,,0.591667,0.9,
New Jersey,Camden,19.166667,37,35,0.0165,0.031,26,3.3375,7.6,,0.629167,0.7,8
New Jersey,Camden,20.125,39,37,0.022875,0.032,27,4.913043,10,14,0.382609,0.7,
New Jersey,Camden,20.125,39,37,0.022875,0.032,27,4.913043,10,14,0.395833,0.5,6
